S. No.,Item name*,Item code,Purchase,Sale Price,In stock,
957,ENGAGE MAN COLOGNE SPRAY,8901725952105,137.5,275,2,
958,ENO 100 GM ORANGE F,8901571003266,100,120,5,
959,EVERYUTH NATURALS NEEM F,8901120143528,50,60,5,
960,FEM CREAM SAFFRON 40 GM,8901103101293,60,65,4,
961,GARNIER BRIGHT COMPLETE,8901526005185,186,199,3,
962,GARNIER COLOUR NATURALS,8901526204496,160,180,0,
963,GILLETTE FOAM MENTHOL 19,4902430722155,150,185,4,
964,GILLETTE FUSION ULTRA PR,4902430682251,350,375,3,
965,GLUCON-D NIMBU PANI,8901542017629,43,43,3,
966,GOOD NIGHT ROLL ON,,59,75,3,
967,KEYA FUSILLI PASTA 400GM,8906066202131,140,140,2,
968,KNORR THICK TOMATO SOUP,8901030824753,36.67,55,3,
969,MAGGI MASALA CUPPA NOODL,8901058890709,33,50,6,
970,ORAL B TOOTH BRUSH WITH,4902430235921,60,80,3,
971,PANSARI MUSTARD SARSO OI,8904112601280,850,1130,4,
972,PANTENE SILKY SMOOTH CAR,4902430899215,110,120,3,
973,PARACHUTE MEN COCONUT HA,0.333333333333333,80,85,1,
974,PARLE CHATKIEENS ALOO BH,8901719120237,79,200,5,
975,PATANJALI DANT KANTI 150,8904109402258,50,50,3,
976,PONDS SUN PROTECT 80G,8901030733963,180,199,3,
977,PRIYA GOLD SNACKS PACK O,8901652141436,20,40,3,
978,SUGAR FREE NATURA ZERO C,8901120143214,150,150,1,
979,SURF EXCEL 1KG,8901030556609,230,250,3,
980,HEAD & SHOULDER ANTI-DAN,4902430774208,150,150,2,
981,HEAD & SHOULDER LEMON FR,4902430774178,125,150,4,
982,MONSTER ENERGY JUICE 350,4897036692608,55,110,18,
983,PARLE KISMI TOFFEE 34G,,1,1,77,
984,FRESH ONE FACIAL TISSUE,,8,20,4,
985,FRESCA TROPICAL MIX DRIN,8906070598053,40,120,-4,
986,GEMS 5RS PACK,,4,5,4,
987,COCK ZERO 300ML CAN,8901764111259,15,35,10,
988,PANTENE LONG BLACK SHAMP,4902430899147,210,225,3,
989,PARLE HIDE AND SEEK CHOC,8901719100369,8,10,7,
990,MAGGI CHILLY CHOW CUPPA,8901058890617,33,50,6,
991,GILLETTE FUSION HYDRA GE,4902430681049,350,375,2,
992,PRINGLES PIZZA FLAVOR,8886467122415,100,109,2,
993,DABUR RED PASTE,8901207041617,20,20,4,
994,EVA PERFUMED TALC FOR BO,8902618000927,195,195,2,
995,EVEREST TIKHALAL HOT & C,8901786395019,210,225,6,
996,FOOD EASY CHILLI FLACKS,,30,48,9,
997,GM FOODS POHA,8908004643785,36,72,4,
998,JOHNSON BABY LOTION,8901012116845,90,95,5,
999,JOHNSON BABY MASSAGE OIL,8901012116715,94,119,0,
1000,KIWI EXPRESS SHINE SPONG,,40,72,3,
1001,LOREAL PARIES NOURISH CO,8901526103386,90,99,2,
1002,LOREAL PARIS COLOUR PROT,8901526103232,90,99,2,
1003,MOONG DHULI DAL 1 KG,,88,150,6,
1004,PANSARI KACHCHI GHANI MU,8904112602102,163,220,4,
1005,PANTENE 2 IN 1 HAIRFALL,4902430538794,140,150,4,
1006,PANTENE ANTI DANDRUFF SH,4902430899260,110,120,4,
1007,PANTENE SILKY SMOOTH CAR,4902430899154,210,225,4,
1008,PAPER BOAT CHILLI & GUAV,8908001705806,20,30,5,
1009,PARACHUTE ADV DEEP NOURI,8901088064590,138,310,4,
1010,PARACHUTE OIL 100 ML JAR,89002957,34,44,4,
1011,PARACUUTE HAIR CREAM 100,8901088108973,80,89,6,
1012,SNAC TAC ITALIAN VEG SOU,8904132917224,24.5,49,6,
1013,MAGGI 2 MINUTE,8901058891416,10,12,5,
1014,FANTASY PAPER NAPKIN,,16,40,86,
1015,MR MUSCLE FLOOR CLEANER,8906006439986,45,89,5,
1016,NINE 15 PAD SANITARY,8908010780818,90,180,6,
1017,DALCHINI 100 GM,,30,55,2,
1018,DALIA 500GM,8908004643235,31,62,3,
1019,GILLETTE SERIES AFTER SH,4902430752299,400,469,3,
1020,IODEX BOTTLE 16 GM,89000014,55,80,1,
1021,LAYS INDIAS MAGIC MASALA,8901491000789,45,50,8,
1022,MOONGFALI GIRI 400 GM,,48,90,10,
1023,PARK AVENUE BEER SHAMPOO,8901277012685,155,155,5,
1024,PARLE ALOO BHUJIA 400GM,8901719110795,80,88,1,
1025,PARLE KRACKJACK 700G,8901719120985,60,120,5,
1026,SAFFOLA MASALA OATS,8901088068758,13,15,5,
1027,SAFOLA OATS 38 GM,,12,15,12,
1028,SANTOOR BODY LOTION 250M,8901399409509,110,220,6,
1029,SNAC ATAC CORNADO CHEESE,8908012477211,55,55,1,
1030,SNAC TAC JAM 3 IN 1,8904132913264,60,60,6,
1031,RED BULL DRINK 250ML SPL,,85,115,13,
1032,GHADI SOAP BAR,8901331000498,8.5,10,52,
1033,5 STAR CHOCOLATE BITE LO,,7.5,10,44,
1034,KINELY WATER BOTTEL 2 Lt,8901764082306,20,30,28,
1035,DAIRY MILK SMALL TINY PA,,8,10,-3,
1036,EMAMI FAIR AND HANDSOME,8901248295475,170,170,2,
1037,EMPEROR DATES 500 GM,8908002506044,125,250,5,
1038,GOOD LIFE JEERA 500GM,8902901222784,119,169,3,
1039,KARMIQ GREEN TEA 15 GM,8901153031335,40,70,6,
1040,KHALSA JI LADDOO,,12,25,19,
1041,MAGGI ATTA 6 PACK 435G,8901058867923,70,140,5,
1042,MDH KITCHEN KING 100 GM,8902167000102,57,74,7,
1043,OLD SPICE AMBER,4902430296021,200,249,2,
1044,OREO DIPPED 150G,7622201515928,40,70,6,
1045,PANTENE LONG BLACK180 ML,4902430899208,110,120,6,
1046,PARLE BOURBON,8901719107375,4,5,14,
1047,PARLE TANGY TOMATO 70 GM,,15,30,7,
1048,SNAC ATAC CORNADO TOMATO,8908012477044,35,35,9,
1049,SNAC TAC HOT & SOUR SOUP,8904132917217,24.5,49,6,
1050,GODREJ MAGIC HANDWASH 9,8901023023460,11,15,53,
1051,LIGHTER,,0,0,0,
1052,MAGGI MASALA E MAGIC,,4.5,5,60,
1053,RAJMA FINE 1KG,,128,164,7,
1054,GHADI DETERGENT POWDER 3,8901331004236,172.98,186,7,
1055,GOCLEAN FOR MOPPING AND,8908008172076,30,60,7,
1056,NIVEA 4.8 GM,,99,199,2,
1057,ODONIL ZIPER ALLURING DA,8901207029622,40,55,4,
1058,OIL SPICE AFTER SHAVE LO,4902430785396,200,235,3,
1059,PARK AVENUE BEER SHAMPOO,8901277015211,200,250,7,
1060,PARLE 20 20 COOKIES 600,8901719118647,120,130,9,
1061,SNAC ATAC CORNADO THAI C,8908012477020,35,35,8,
1062,SNAC TAC ALL IN ONE 150G,8904132917279,33.5,67,6,
1063,SNAC TAC ALOO BHUJIA 150,8904132912786,32.5,65,9,
1064,OREO 120 GM LOOSE,,18,35,-8,
1065,REAL GUAVA JUICE,8901207032103,10,20,111,
1066,STING 250 ML,8902080000227,17,20,23,
1067,FEVIKWIK 5 RE,8901860010005,4.5,5,71,
1068,KIWI BOOT POLISH 40 GM B,,30,59,5,
1069,MDH CHICKEN BIRYANI MASA,8902167007422,50,55,0,
1070,MDH CHUNKY CHAAT MASALA,,60,68,12,
1071,FOOD EASY DRY YEAST,,35,65,4,
1072,GILLETTE SERIES AFTER SH,4902430752312,250,268,7,
1073,KALA CHANA 1KG,36000426601,65,85,10,
1074,KISHMISH RAISINS 200 GM,RM007691,70,120,8,
1075,MAGGI 560 GM,8901058851335,90,96,3,
1076,REAL APPLE JUICE 1 LTR.,8901207021220,0,105,10,
1077,SABUDANA 250 GM,,15,30,8,
1078,SUGAR 5 KG PACK,,195,200,8,
1079,SUNFEAST HIDE AND SEEK S,,25,30,9,
1080,TASTIES OATMEAL COOKIES,8904256722476,34,49,1,
1081,SATMOLA IMLI,8906037912779,4,5,10,
1082,SATMOLA MANGO,8906037911789,4,5,10,
1083,SATMOLA PUDINA,8906037911796,4,5,10,
1084,SATMOLA TIMTIM,,4,5,10,
1085,GOOD HOME SCRUB 2 IN 1,,15,30,8,
1086,GOOD HOME SCRUB PAD,8902618000736,25,30,5,
1087,PIKNIK TOMATO CHILLI 70,8901565001728,55,60,13,
1088,REAL MASALA POMEGRANATE,8901207024542,60,120,15,
1089,SNAC TAE ATTA NOODLES 30,8904132912984,90,99,7,
1090,SUNFEAST YIPPEE CREAMY C,8901725111663,18.67,28,3,
1091,SUNFEAST YIPPEE NOODLES,8901725181413,80,86,9,
1092,KINLEY WATER 1L,8901764082405,12,20,88,
1093,HALDIRAM LITE MIXTURE 25,8904063260512,43,85,11,
1094,JYOTI BATTI ROUND,,2,10,35,
1095,PASEO TISSUE BOX,8907250112014,70,75,11,
1096,HORLICKS POUCH 100 GM,8901030825699,26,30,18,
1097,NUPUR HENNA 250G,8901023008566,8,10,8,
1098,PAMPERS S 2 PANTS,4902430717274,18,20,10,
1099,GEMS 10 RE PACK,7622201798185,9,10,2,
1100,KABULI CHANA SAFED CHOLE,36000425901,103,115,3,
1101,MILK 2 LTR PACK,,112,120,-15,
1102,MILK 500 GM FULL CREAM D,,28.37,30,-508,
1103,MILK DOODH FULL CREAM 1,,58,60,-42,
1104,MOTHER CARE FRAGRANCE FR,8904301740509,160,175,1,
1105,MOTHER DAIRY CHEESE CUBE,8901648092667,93.5,100,2,
1106,7 Up Can,8902080305025,20,30,0,
1107,AMUL MASTI DAHI 200G,8901262200028,20,20,-1,
1108,ARIEL 1 KG,4987176081421,200,225,0,
1109,BADAM ALMOND 400 GM,9771234567003,240,340,0,
1110,DABUR SANITIZE ANTISEPTI,8901207035951,35,105,5,
1111,FORTUNE RICE BORN 1LTR,8906007280693,154,185,1,
1112,FORTUNE SOYA 1 LTT,,140,180,2,
1113,KWALITY WALLS OREO TUB 7,8901030735363,198,299,2,
1114,MTR DOSA 200G,8901042958279,50,75,0,
1115,MTR GULAB JAMUN BUY 1 GE,,130,130,0,
1116,NATURE FRESH 5 KG AATA,,199,219,-1,
1117,NATURE FRESH AATA 10 KG,,319,375,1,
1118,NOVA DOODH BUTTER SCOTCH,8901842022316,15,35,174,
1119,ORBIT SUGAR FREE MIX FRU,,4,5,19,
1120,ORBIT SUGAR FREE MIXED F,8906002487806,145,160,1,
1121,PARLE KACHA MANGO BITE C,,0.5,1,55,
1122,SANTOOR HAND WASH LOTUS,8901399246074,100,109,1,
1123,SE7EN PAD LOCK SET OF 4,,200,300,1,
1124,SNICKERS CHOCO BAR 88GM,8906002481583,68,80,1,
1125,NESTLE MUNCH 1 BAR,89008294,0,5,3,
1126,NESTLE MUNCH 33 GM,8901058875751,18,20,20,
1127,SNAC TAC TOMATO SOUP 60G,8904132917248,24.5,49,6,
1128,5 KG TIDE DOUBLE POWER J,,415,499,5,
1129,500 GM TIDE DETERGENT JA,,46,54,5,
1130,AARAMBH OATS 1.5KG,8904132928640,160,320,2,
1131,AARYAVRAT BESAN 500 GM,,60,75,1,
1132,AASHIRVAAD CHILLI POWDER,8901725125165,42,84,3,
1133,AASHIRVAAD CORINDER POWD,8901725125264,31,32,5,
1134,AASHIRVAAD TURMERIC POWD,8901725125349,16,33,4,
1135,ALITE FACEWASH 70G,8904250610496,120,125,2,
1136,ALITE HAIR REMOVAL CREAM,8904250610526,50,55,3,
1137,ALITE HAIR REMOVAL CREAM,8904250610533,80,90,2,
1138,ALLOUT SATTVA 45 ML,8904271200454,65,75,1,
1139,ALPENLIEBE GOLD,8901393015843,90,100,1,
1140,AMUL BUTTER 500 GM,8901262010023,227,245,2,
1141,AMUL GHEE DESI 1 KG,8901262030700,430,470,3,
1142,ANANDA PURE GHEE 90G,8904124109217,59,60,1,
1143,APSARA SCALE 30 CMS,8901324005110,18,20,8,
1144,ARIEL COMPLETE 4KG,4987176081612,550,1160,9,
1145,ASHWAGANDHA CHURAN 100G,8904049110183,80,85,2,
1146,AXE SIGNATURE BODY DEO,8901030834622,105,210,14,
1147,AXE SIGNATURE DENIM AFTE,8901030611179,100,130,1,
1148,AXE SIGNATURE DENIM SHAV,8901030611261,40,44,2,
1149,AXE SIGNATURE DENIM SHAV,8901030693205,70,75,3,
1150,AXE SIGNATURE TEMPTATION,8901030611193,100,130,1,
1151,BAIDYANATH CHYAWANPRASH,8904027401937,170,340,3,
1152,BAJAJ ALMOND OIL,8906014765947,30,37,9,
1153,BAJAJ ALMOND HAIR OIL 35,8906014765916,17,20,4,
1154,BATHING LOOFAH 20 GM,51111407592,19,49,7,
1155,BICANO CHIPS CHATAK MASA,8901414010239,15,30,6,
1156,BICANO CHIPS SIMPLY SALT,8901414010222,20,30,3,
1157,BIKANO ALOO BHUJIA 250 G,8901414010451,44,50,1,
1158,BIN BAG BLACK POLYTHENE,36000366396,40,110,8,
1159,BIN BAG BLACK POLYTHENE,36000366389,30,90,5,
1160,BIOTIQUE BASIL & PARSLEY,8906009451664,45,90,5,
1161,BIOTIQUE BIO CUCUMBER FO,8906009451060,160,175,1,
1162,BIOTIQUE BIO GREEN APPLE,8904317300209,140,155,2,
1163,BIOTIQUE BIO GREEN APPLE,8904317300216,280,299,2,
1164,BIOTIQUE BIO HENNA LEAF,8904317300247,140,155,2,
1165,BIOTIQUE BIO KELP SHMPOO,8904317300292,280,299,1,
1166,BIOTIQUE BIO SOYA PROTEI,8904317300377,280,299,2,
1167,BISLERI SPYCI 600ML,8906017290903,26,40,6,
1168,BLACK ROSE HAIR DYE BRUS,,4,13,11,
1169,BORO PLUS 19ML,8901248101103,38,38,16,
1170,BORO PLUS BODY LOTION,8901248126359,300,320,2,
1171,BOTTLE OPENER COLORED HA,,15,25,12,
1172,BOTTLE OPENER STANDARD,,10,20,12,
1173,BOURN VITA 500GM,7622201423131,209,209,1,
1174,BOURNVITA 75 GM,8901233018362,26,30,20,
1175,BRITANNIA CHEESE SLICE L,,17,20,25,
1176,BRITANNIA GOBBLES CAKE,8901063363779,12,15,26,
1177,BRITANNIA PIZZA CHEEZZA,8901063401280,120,150,2,
1178,BRITANNIA TREAT CREME WA,8901063032309,40,45,3,
1179,BRITIANNIA MARIEGOLD 120,8901063162136,15.2,18,5,
1180,BRU INSTANT COFFE,8901030656934,240,340,1,
1181,BRUNO FLOOR CLEANER ENGL,8906051570825,200,249,2,
1182,CADBURY BOURNVILL FRUIT,7622201505462,80,100,4,
1183,CADBURY BOURNVILLE DARK,7622201138486,80,100,4,
1184,CALCULATOR ORPAT,,160,395,2,
1185,CANDLE 200 6 PC BOX,,20,30,6,
1186,CATCH CHHOLE MASALA,8901192221117,60,65,1,
1187,CATCH CORIANDER DHANIA P,,43,67,3,
1188,CATCH DAL MAKHANI MASAL,8901192224118,60,65,2,
1189,CHARCOAL PREMIUM FACIAL,8809311915704,139,149,4,
1190,CHINGS MUNCHURIAN NOODLE,8901595963317,12,15,4,
1191,CHINGS SECRET HOT & SOUR,8901595961412,35,55,2,
1192,CLEAN & CLEAR BERRY BLAS,8901012189368,145,155,2,
1193,CLEAN & CLEAR BERRY BLAS,8901012189351,70,80,1,
1194,CLEAN & CLEAR FACE WASH,8901012189337,135,145,3,
1195,CLEAN & CLEAR LEMON FRES,8901012189382,70,80,2,
1196,CLOSEUP 150x2G,8901030820168,150,150,1,
1197,CLOSEUP BLUE COOL BREEZE,8901030839771,110,170,2,
1198,COCA COLA 2 LTR,,0,90,26,
1199,COCA COLA 750 ML,,32,40,75,
1200,COLGATE DIABETICS TOOTHP,8901314599476,75,150,4,
1201,COLGATE HERBAL 100GM,8901314021540,58,58,1,
1202,COLORED STONE BAG,,10,25,10,
1203,COMPLAN 500G,8901542001932,200,299,2,
1204,COSCO TENNIS BALL,,41,80,6,
1205,COTTON BATTI LONG YELLOW,,8,20,10,
1206,COTTON BATTI ROUND JYOTI,,9,20,9,
1207,CUCUMBER FAIRNESS FACIAL,8809311914257,90,99,6,
1208,CUFF LINK SET,,20,90,4,
1209,CYCLE 3 IN 1 AGARBATTI,8901751010527,9,10,3,
1210,CYCLE LOBAN DHOOP,8901751012583,4,5,3,
1211,CYCLE MORNING GLORY AGAR,8901751005998,55,60,3,
1212,CYCLE PARAMPARA AGARBATT,8901751002560,35,40,2,
1213,CYCLE RHYTHM AGARBATTI,8901751010695,9,10,2,
1214,CYCLE SANDALAM AGARBATTI,8901751009927,9,10,2,
1215,CYCLE SURPRISE AGARBATTI,8901751012569,15,20,3,
1216,DABUR AMLA HAIR OIL 180,8901207038389,77,90,6,
1217,DABUR CHYAWANPRAKASH SUG,8901207005671,314,415,5,
1218,DABUR CHYAWANPRASH 950GM,8901207040337,300,360,6,
1219,DABUR CHYAWANPRASH SUGAR,8901207001635,122,225,1,
1220,DABUR HONEY 1.2KG,8901207025389,430,430,1,
1221,DABUR HONEY 100 GM,8901207005374,54,62,1,
1222,DABUR HONEY CHOCOLATE FL,8901207037986,100,120,4,
1223,DABUR HONEY STRAWBERRY F,8901207037993,100,120,5,
1224,DABUR LAL TAIL,8901207003868,50,50,6,
1225,DABUR RED GEL SUPER SAVE,8901207023644,85,185,8,
1226,DABUR SANITIZER 60 ML,8901207033865,20,30,3,
1227,DABUR SARSO ANWLA 40 ML,89008713,8,10,7,
1228,DABUR VATIKA ALOE VERA H,8901207026027,130,150,4,
1229,DABUR VATIKA MOROCCAN AR,8901207026089,140,150,3,
1230,DABUR VATIKA MOROCCAN AR,8901207026096,210,225,1,
1231,DALIA 500 GM,8902901001761,20,50,6,
1232,DELMONTE FAREALLE PASTA,8901246001610,169,175,2,
1233,DENVE BLUE.CODE 300G,8901450013140,150,180,6,
1234,DENVER 100 GM,8901450001772,60,75,6,
1235,DENVER BLACK.CODE COLOGN,8901450001758,150,180,1,
1236,DENVER BODY TALE 300G,8901450000034,190,199,3,
1237,DENVER PRIDE SPRAY,8901450003257,210,210,1,
1238,DENVER TALC 100 GM,8901450000089,45,85,4,
1239,DOMS ERASER BIG,8908000034204,1.7,3,100,
1240,DOMS SHARPNERS,8908000034235,1.8,3,100,
1241,DOVE DAILY SHINE SHAMPOO,8901030704321,480,500,1,
1242,DOVE DANDRUFF CARE SHAMP,8901030764356,160,160,2,
1243,DOVE DANDRUFF CARE SHAMP,8901030764349,270,290,2,
1244,DOVE DANDRUFF CARE SHAMP,8901030764370,55,62,1,
1245,DOVE DRYNESS CARE SHAMPO,8901030703607,230,240,1,
1246,DOVE HAIR FALL RESCUE CO,8901030703652,80,90,1,
1247,DOVE HAIR FALL RESCUE SH,8901030704307,550,580,1,
1248,DOVE INTENSE REPAIR COND,8901030707834,180,190,1,
1249,DOVE INTENSE REPAIR SHAM,8901030703829,140,150,1,
1250,DOVE NOURISHED BODY LOAT,8901030825798,90,100,1,
1251,DOVE SUPPLE BOUNCE BODY,8901030825811,100,110,1,
1252,DUKES DIGESTIVE BISCUTIE,8901972066235,13,25,48,
1253,EMAMI 7 OILS IN ONE,8901248257329,67,67,1,
1254,EMAMI 7 OILS IN ONE 200M,8901248257374,120,130,1,
1255,EMAMI FAIR AND HANDSOME,8901248295109,70,85,1,
1256,EMAMI KESH KING SHAMPOO,8901248240314,425,450,2,
1257,ENSHINE HAIR OIL,8904250614210,140,150,1,
1258,ENVY FIERY SPRAY,8901450002427,180,199,1,
1259,ENVY PASSION PREMIUM BOD,8901450013089,70,75,2,
1260,ENVY PREMIUM BODY TALC 3,8901450013096,150,180,4,
1261,ENVY SPEED,8901450003585,180,199,2,
1262,EVA DEO,8902618001283,70,140,3,
1263,EVA EXOTIC ROSE TALC,8902618000354,75,75,1,
1264,EVA FLOWER SHOWER TALC 1,8902618000361,75,75,2,
1265,EVA SANDAL TALC 100G,8902618000439,60,75,3,
1266,EVEREST CHICKEN BIRYANI,8901786630509,60,70,6,
1267,EVEREST PANIPURI MASALA,8901786031009,55,59,7,
1268,EVEREST SABJI MASALA,8901786131006,50,54,1,
1269,EVEREST SAFFRON 1G,8901786380015,220,240,1,
1270,EVEREST SHAHI BIRYANI MA,8901786140503,65,70,3,
1271,EVEREST SUPER GARAM MASA,8901786191000,36,52,7,
1272,EVEREST SUPER GARAM MASA,,55,80,5,
1273,EVEREST WHITE PAPERPOWDE,8901786331000,150,170,5,
1274,EVERST JALJIRA POWDER,8901786041008,45,50,3,
1275,EVERST PAV BHAJI MASALA,8901786071005,60,66,6,
1276,EVERYUTH NATURALS MOISTU,8901548142424,120,135,1,
1277,FAIR & LOVELY 25G,8901030821516,54,54,2,
1278,FAIR & LOVELY 50G MULTI,8901030821523,102,102,1,
1279,FAIR & LOVELY MENS GLOW,8901030822162,140,145,3,
1280,FAIR & LOVELY WINTER GLO,8901030822452,100,120,2,
1281,FERRERO ROCHER MOMENTS 6,8000500348208,87,175,5,
1282,FORTUNE REFINED RICE BRA,,825,1000,1,
1283,GARNIER BLACK NATURALS,8901526209910,39,39,2,
1284,GARNIER FRUCTIS CONDITIO,8901526205295,70,75,1,
1285,GARNIER LIGHT COMPLETE N,8901526205073,100,120,5,
1286,GARNIER LIGHT COMPLETE N,8901526205066,170,185,3,
1287,GARNIER WRINKLE LIFT CRE,8901526202928,150,159,2,
1288,GARNIER WRINKLE LIFT CRE,8901526200078,260,275,2,
1289,GENTEEL LIQUID DETERGENT,,300,320,2,
1290,GILLETTE FOAM SENSITIVE,4902430602747,190,199,3,
1291,GILLETTE FOAM LEMON LIME,4902430722131,150,185,2,
1292,GILLETTE FOAM REGULAR 19,4902430722179,150,185,1,
1293,GILLETTE FOAM REGULAR 41,4987176030047,200,225,1,
1294,GILLETTE GUARD 3,4902430914772,250,280,1,
1295,GLACIR JAM,8901801000492,150,150,2,
1296,GLUCON-D 1KG JAR,8901542000546,164,205,2,
1297,GMF HING PANIPURI MASALA,8908004643037,38.3,58,3,
1298,GOOD NIGHT MOSQUITO COIL,,8,10,12,
1299,GOORAJ AIR SPRAY REMOVES,8901023019524,130,150,3,
1300,HAMDARD HONEY 250 GM,8901453000772,70,110,1,
1301,HAND CLEANING WIPES,8901435014056,12,40,16,
1302,HANUMAN DEVI SINDOOR,,2,5,50,
1303,HARI DARSHAN 4 IN 1 28 G,,8,20,12,
1304,HARIDARSHAN DHOOP,,8,13,26,
1305,HEAD & SHOULDER NEEM 340,4902430834643,350,365,1,
1306,HEAD AND SHOULDER SILKY,4902430773850,270,285,1,
1307,HEAD AND SHOULDERS ANTI,4987176073112,280,295,1,
1308,HEAD AND SHOULDERS ANTI,4987176072849,640,660,1,
1309,HEM SOHAM 4 IN 1 AGARBAT,,35,70,4,
1310,HIMALALAYA LIP BALM 10 G,8901138509231,15,35,22,
1311,HIMALAYA BABY CREAM 200M,8901138831578,250,260,3,
1312,HIMALAYA BABY LOTION 100,8901138511463,80,95,3,
1313,HIMALAYA BABY LOTION 400,8901138512583,260,290,3,
1314,HIMALAYA MEN NATURAL BRI,8901138843830,20,75,3,
1315,HIMALAYA MEN NATURAL BRI,8901138843847,35,130,4,
1316,HIT RAT GLUE PAD,8901023019371,80,100,3,
1317,HORLICKS 1KG CONTAINER P,,415,475,1,
1318,HOT MELT GLUE GUN POLAR,853817007096,100,250,2,
1319,IODEX POUCH,8901571010233,8,10,11,
1320,JAY DURGA KAPOOR 10 GM,,7,20,20,
1321,JHONSONS BABY HAIR OIL 6,8901012118108,40,55,1,
1322,JHONSONS BABY POWDER 200,8901012116616,140,155,2,
1323,JOHNSON BABY POWDER BLOS,8901012116609,71,90,2,
1324,JOHNSON NEWBORN MASSAGE,,99,125,2,
1325,JOHNSONS BABY CREAM 50G,8901012116814,75,75,3,
1326,JOHNSONS BABY HAIR OIL 1,8901012118085,70,80,1,
1327,JOHNSONS BABY HAIR OIL 2,8901012118092,120,130,3,
1328,JOHNSONS BABY MASSAGE OI,8901012116739,400,425,2,
1329,JOHNSONS BABY POWDER 200,8901012116579,130,143,1,
1330,KACCHA MANGO BITE,8901719119279,33.33,50,2,
1331,KALI MIRCH BLACK PEPPER,,60,95,5,
1332,KALI MIRCH BLACK PEPPER,,30,60,10,
1333,KAPIVA ALOE VERA GEL 150,8906082522978,100,120,4,
1334,KELLOGG'S CHOCO 10 RE,8901499008169,8,10,7,
1335,KESARI AMAZING SAFFRON 2,8908001876032,100,129,1,
1336,KETAN HAWAN SAMAGRI 100G,,5,10,12,
1337,KISSAN PINEAPPLE JAM 500,8901030535079,150,165,1,
1338,LAKME BLUSH & GLOW FACEW,8901030599286,100,120,2,
1339,LAKSHMAN REKHA,8904058700375,9,16,10,
1340,LIQUID DETTOL 60ML,8901396350101,27,27,1,
1341,LOREAL PARIS EXCELLENCE,8901526104246,230,249,1,
1342,LOREAL PARIS EXCELLENCE,8901526104260,230,249,1,
1343,LOREAL PARIS FOR DAMAGED,8901526101498,135,135,1,
1344,LOTUS WHITE GLOW 50G,806360290507,100,155,2,
1345,LUX CREAMY PERFECTION 12,8901030850219,252,260,1,
1346,LUX HANDWASH MAGICAL SPE,8901030706783,32,95,1,
1347,MAGGIE OATS NOODLE MASAL,8901058866742,25,28,5,
1348,MAIDA 500GM,8902901001723,20,40,4,
1349,MDH DAL MAHANI MASALA,8902167001017,48.28,68,4,
1350,MDH GARAM MASAL 100,8902167000126,60,85,5,
1351,MDH MEAT MASALA,8902167000140,53.96,76,3,
1352,MDH PAV BHAJI MASALA 100,8902167000256,49.74,70,3,
1353,MDH SAMBHAR MASALA 100G,8902167000270,46.15,65,3,
1354,MEGLOW PREMIUM FAIRNESS,8904250610410,90,100,1,
1355,MEGLOW SKIN BRIGHTENING,8904250610434,80,100,4,
1356,MESWAK TOOTH PASTE 100 G,,30,55,2,
1357,MILKFOOD GHEE DESI 1 KG,8906004970023,380,498,4,
1358,MORTEIN DUAL ALL INSECT,8901396514503,236,288,4,
1359,MORTEIN POWER BOOSTER 12,8901396511007,30,34,1,
1360,MR MUSCLE KITCHEN CLEANE,8906006439627,65,130,6,
1361,MR MUSCLE TOILET CLEANER,8906006439115,35,75,4,
1362,MTR 3MINUTE BREAKFAST 60,8901042968940,12.5,25,6,
1363,MTR RICE IDLI 200GM,8901042954615,70,75,1,
1364,NATARAJ ERASER,8901324460179,15,20,1,
1365,NAVRATNA AYURVEDIC OIL 5,8901248104067,290,295,1,
1366,NAVRATNA GARAM AYURVEDIC,8901248153010,60,70,3,
1367,NAVRATNA GARAM AYURVEDIC,8901248153034,35,38,2,
1368,NESCAFE COFFEE CLASSIC P,89008560,9,10,41,
1369,NINE DRY COMFORT 6 PADS,8908010780108,30,40,9,
1370,NIVA DEODORANT FRESH NAT,4005900294579,132.67,199,4,
1371,NIVA DEODORANT WHITENING,4005900294548,132.67,199,3,
1372,NIVEA BODY LOTION,4005808849864,275,275,2,
1373,NIVEA CREAM 60ML,42204244,99,99,2,
1374,NIVEA LIP BALM ORIGINAL,4005808369461,120,140,1,
1375,NIVEA LIP BALM STRAWBEER,4005900160898,99,199,1,
1376,NIVEA OIL IN LOTION 400M,8904256015943,450,499,6,
1377,NIVEA SOFT LIGHT MOISTUR,72140031763,162.5,325,4,
1378,NYLE ANTIHAIRFALL SHAMPO,8902979022866,154,205,2,
1379,NYLE DAMAGE REPAIR SHAMP,8902979022941,154,205,1,
1380,ODOMOS,8901207037948,25,25,3,
1381,ORAL B CRISSCROSS TOOTHB,4902430887588,30,60,1,
1382,OREAL TIL KA TEL 1 LTR,,220,432,5,
1383,PAD LOCK 12 PC SET,,300,500,2,
1384,PAMPERS 10 RE,4987176096036,6.8,10,200,
1385,PAMPERS 12RS,4987176096043,8.4,12,200,
1386,PAMPERS 14 RE,4902430930949,9.8,14,200,
1387,PAMPERS ACTIVE BABY L18,4902430829922,399,399,1,
1388,PAMPERS HAPPY SKIN PANTS,4902430838559,90,99,2,
1389,PAMPERS L 4 PANTS,4902430814461,50,56,3,
1390,PAMPERS NB 2 PANTS,4902430716284,17,18,6,
